,,,duration,bytes
92006547,2021-12-09,"T-Mobile USA, Inc",1150,5544
92006547,2021-12-10,AT&T Mobility,93534,523272
92006547,2021-12-11,AT&T Mobility,67145,372576
92006547,2021-12-11,"T-Mobile USA, Inc",11313,62984
92006547,2021-12-12,AT&T Mobility,103083,573672
92006547,2021-12-12,"T-Mobile USA, Inc",56,0
92006547,2021-12-13,AT&T Mobility,83514,464560
92006547,2021-12-14,AT&T Mobility,51077,284400
92006547,2021-12-14,"T-Mobile USA, Inc",25195,140400
92006547,2021-12-15,"T-Mobile USA, Inc",100746,553312
92006547,2021-12-16,"T-Mobile USA, Inc",75559,418272
92006547,2021-12-17,"T-Mobile USA, Inc",100746,557360
92006547,2021-12-18,AT&T Mobility,35734,198744
92006547,2021-12-18,"T-Mobile USA, Inc",31940,174888
92006547,2021-12-19,AT&T Mobility,81588,454712
92006547,2021-12-20,AT&T Mobility,51957,286944
92006547,2021-12-20,"T-Mobile USA, Inc",46969,260664
92006547,2021-12-21,AT&T Mobility,21780,120424
92006547,2021-12-21,"T-Mobile USA, Inc",56220,312996
92006547,2021-12-22,AT&T Mobility,85656,478536
92006547,2021-12-23,AT&T Mobility,91302,507816
92006547,2021-12-24,AT&T Mobility,78880,439272
92006547,2021-12-25,AT&T Mobility,98843,556360
92006547,2021-12-26,AT&T Mobility,72444,402832
92006547,2021-12-27,AT&T Mobility,96035,535536
92006547,2021-12-28,AT&T Mobility,94835,529656
92006547,2021-12-29,AT&T Mobility,72149,378656
92006547,2021-12-30,AT&T Mobility,99892,551144
92006547,2021-12-31,AT&T Mobility,68794,381176
92006547,2022-01-01,AT&T Mobility,85630,474552
92006547,2022-01-02,AT&T Mobility,69172,380824
92006547,2022-01-02,"T-Mobile USA, Inc",25472,140432
92006547,2022-01-03,AT&T Mobility,92842,515636
92006547,2022-01-04,AT&T Mobility,70998,393300
92006547,2022-01-05,AT&T Mobility,89299,492696
92006547,2022-01-06,AT&T Mobility,96385,534208
92006547,2022-01-07,AT&T Mobility,83673,464304
92006547,2022-01-08,AT&T Mobility,91875,510000
92006547,2022-01-09,AT&T Mobility,73088,404528
92006547,2022-01-10,AT&T Mobility,87420,486212
92006547,2022-01-11,AT&T Mobility,92155,509596
92006547,2022-01-12,AT&T Mobility,99103,549328
92006547,2022-01-13,AT&T Mobility,74146,409344
92006547,2022-01-14,AT&T Mobility,99954,553176
92006547,2022-01-15,AT&T Mobility,71083,393608
92006547,2022-01-16,AT&T Mobility,98667,547952
92006547,2022-01-17,AT&T Mobility,21600,119952
92006549,2021-11-25,AT&T Mobility,93655,4217363
92006549,2021-11-26,AT&T Mobility,73470,2995305
92006549,2021-11-27,AT&T Mobility,93925,4068967
92006549,2021-11-28,AT&T Mobility,75566,3372732
92006549,2021-11-29,AT&T Mobility,97907,64791261
92006549,2021-11-30,AT&T Mobility,75360,3341845
92006549,2021-12-01,AT&T Mobility,92716,5103834
92006549,2021-12-02,AT&T Mobility,89785,8251536
92006549,2021-12-03,AT&T Mobility,78878,8087730
92006549,2021-12-04,AT&T Mobility,84116,8315772
92006549,2021-12-05,AT&T Mobility,85598,9872555
92006549,2021-12-06,AT&T Mobility,89618,10432501
92006549,2021-12-07,AT&T Mobility,88906,4375521
92006549,2021-12-08,AT&T Mobility,87244,4199501
92006549,2021-12-09,AT&T Mobility,86781,4261058
92006549,2021-12-10,AT&T Mobility,55263,2653348
92006549,2021-12-11,AT&T Mobility,82838,4439553
92006549,2021-12-12,AT&T Mobility,90771,4473131
92006549,2021-12-13,AT&T Mobility,100752,3601205
92006549,2021-12-14,AT&T Mobility,67067,3258759
92006549,2021-12-15,AT&T Mobility,83035,2957014
92006549,2021-12-16,AT&T Mobility,103262,9441824
92006549,2021-12-17,AT&T Mobility,69730,13690965
92006549,2021-12-18,AT&T Mobility,6426,560952
92006549,2021-12-18,"T-Mobile USA, Inc",97410,7593531
92006549,2021-12-19,"T-Mobile USA, Inc",75559,2940403
92006549,2021-12-20,"T-Mobile USA, Inc",100746,4311622
92006549,2021-12-21,"T-Mobile USA, Inc",72005,62800112
92006549,2021-12-22,"T-Mobile USA, Inc",100746,4341303
92006549,2021-12-23,"T-Mobile USA, Inc",75559,2566085
92006549,2021-12-24,"T-Mobile USA, Inc",100745,4290816
92006549,2021-12-25,"T-Mobile USA, Inc",75559,3593768
92006549,2021-12-26,"T-Mobile USA, Inc",75560,3126471
92006549,2021-12-27,"T-Mobile USA, Inc",100745,3552221
92006549,2021-12-28,"T-Mobile USA, Inc",75559,2877548
92006549,2021-12-29,"T-Mobile USA, Inc",100746,3595586
92006549,2021-12-30,"T-Mobile USA, Inc",75559,2930756
92006549,2021-12-31,"T-Mobile USA, Inc",100746,3591148
92006549,2022-01-01,"T-Mobile USA, Inc",75559,2854585
92006549,2022-01-02,"T-Mobile USA, Inc",75559,2489015
92006549,2022-01-03,"T-Mobile USA, Inc",100746,3827914
92006549,2022-01-04,"T-Mobile USA, Inc",75559,2872948
92006549,2022-01-05,"T-Mobile USA, Inc",100745,3392656
92006549,2022-01-06,"T-Mobile USA, Inc",70336,2656865
92006549,2022-01-07,"T-Mobile USA, Inc",100745,3840984
92006549,2022-01-08,"T-Mobile USA, Inc",75559,2714901
92006549,2022-01-09,"T-Mobile USA, Inc",100746,3886611
92006549,2022-01-10,"T-Mobile USA, Inc",75559,3041951
92006549,2022-01-11,"T-Mobile USA, Inc",75559,2663907
92006549,2022-01-12,"T-Mobile USA, Inc",100746,3807333
92006549,2022-01-13,"T-Mobile USA, Inc",75559,2590400
92006549,2022-01-14,"T-Mobile USA, Inc",91063,3280615
92006549,2022-01-15,"T-Mobile USA, Inc",93080,3595346
92006549,2022-01-16,"T-Mobile USA, Inc",75559,2555081
92006549,2022-01-17,"T-Mobile USA, Inc",50373,1763386
92006551,2021-11-25,AT&T Mobility,100745,3762588
92006551,2021-11-26,AT&T Mobility,75560,3177168
92006551,2021-11-27,AT&T Mobility,75559,2450510
92006551,2021-11-28,AT&T Mobility,100746,3694841
92006551,2021-11-29,AT&T Mobility,74810,63714591
92006551,2021-11-30,AT&T Mobility,100746,4180694
92006551,2021-12-01,AT&T Mobility,75559,2391808
92006551,2021-12-02,AT&T Mobility,100746,3372600
92006551,2021-12-03,AT&T Mobility,75559,2646795
92006551,2021-12-04,AT&T Mobility,75559,2751889
92006551,2021-12-05,AT&T Mobility,100746,3747825
92006551,2021-12-06,AT&T Mobility,75559,2285174
92006551,2021-12-07,AT&T Mobility,82693,3201197
92006551,2021-12-08,AT&T Mobility,100752,3830870
92006551,2021-12-09,AT&T Mobility,75559,2955381
92006551,2021-12-10,AT&T Mobility,100745,4210046
92006551,2021-12-11,AT&T Mobility,75560,2601617
92006551,2021-12-12,AT&T Mobility,100746,3302019
92006551,2021-12-13,AT&T Mobility,75559,2625683
92006551,2021-12-14,AT&T Mobility,75559,2693117
92006551,2021-12-15,AT&T Mobility,100746,4395612
92006551,2021-12-16,AT&T Mobility,75559,2915016
92006551,2021-12-17,AT&T Mobility,100746,4260769
92006551,2021-12-18,AT&T Mobility,75559,2464680
92006551,2021-12-19,AT&T Mobility,100746,3469371
92006551,2021-12-20,AT&T Mobility,75559,2543656
92006551,2021-12-21,AT&T Mobility,75559,2737271
92006551,2021-12-22,AT&T Mobility,100746,3948384
92006551,2021-12-23,AT&T Mobility,75559,3023546
92006551,2021-12-24,AT&T Mobility,100746,3832789
92006551,2021-12-25,AT&T Mobility,75626,2376885
92006551,2021-12-26,AT&T Mobility,100679,3283348
92006551,2021-12-27,AT&T Mobility,75559,2497527
92006551,2021-12-28,AT&T Mobility,100746,3656118
92006551,2021-12-29,AT&T Mobility,75559,2845186
92006551,2021-12-30,AT&T Mobility,75559,2632192
92006551,2021-12-31,AT&T Mobility,100746,3679215
92006551,2022-01-01,AT&T Mobility,75559,2303228
92006551,2022-01-02,AT&T Mobility,100746,3599220
92006551,2022-01-03,AT&T Mobility,75559,2888774
92006551,2022-01-04,AT&T Mobility,100746,3786710
92006551,2022-01-05,AT&T Mobility,75559,2934738
92006551,2022-01-06,AT&T Mobility,75559,2409672
92006551,2022-01-07,AT&T Mobility,100746,3727389
92006551,2022-01-08,AT&T Mobility,75559,2730760
92006551,2022-01-09,AT&T Mobility,100746,3908634
92006551,2022-01-10,AT&T Mobility,75559,2345799
92006551,2022-01-11,AT&T Mobility,100746,3078047
92006551,2022-01-12,AT&T Mobility,45575,1823691
92006551,2022-01-12,"T-Mobile USA, Inc",21953,913795
92006551,2022-01-13,"T-Mobile USA, Inc",97284,61572284
92006551,2022-01-14,"T-Mobile USA, Inc",75559,3045945
92006551,2022-01-15,"T-Mobile USA, Inc",96475,3965261
92006551,2022-01-16,"T-Mobile USA, Inc",75560,2544352
92006551,2022-01-17,"T-Mobile USA, Inc",50373,1743303
92006554,2021-12-28,AT&T Mobility,3486,0
92006554,2021-12-29,AT&T Mobility,25150,3087288
92006554,2021-12-30,AT&T Mobility,100746,18816
92006554,2021-12-31,AT&T Mobility,75559,14280
92006554,2022-01-01,AT&T Mobility,100746,18816
92006554,2022-01-02,AT&T Mobility,75559,15059
92006554,2022-01-03,AT&T Mobility,75560,14112
92006554,2022-01-04,AT&T Mobility,100746,18816
92006554,2022-01-05,AT&T Mobility,75559,64215
92006554,2022-01-06,AT&T Mobility,10977,2352
92006554,2022-01-06,"T-Mobile USA, Inc",72151,13440
92006554,2022-01-07,"T-Mobile USA, Inc",100746,18816
92006554,2022-01-08,"T-Mobile USA, Inc",75559,14112
92006554,2022-01-09,"T-Mobile USA, Inc",100746,18816
92006554,2022-01-10,"T-Mobile USA, Inc",75560,14112
92006554,2022-01-11,"T-Mobile USA, Inc",100745,39929
92006554,2022-01-12,"T-Mobile USA, Inc",75560,68673
92006554,2022-01-13,"T-Mobile USA, Inc",75559,14112
92006554,2022-01-14,"T-Mobile USA, Inc",100746,18816
92006554,2022-01-15,"T-Mobile USA, Inc",75560,14112
92006554,2022-01-16,"T-Mobile USA, Inc",100746,18816
92006554,2022-01-17,"T-Mobile USA, Inc",25186,4704
92006577,2021-11-25,AT&T Mobility,79106,2589554
92006577,2021-11-26,AT&T Mobility,100746,3880184
92006577,2021-11-27,AT&T Mobility,74126,2960253
92006577,2021-11-28,AT&T Mobility,75561,2698152
92006577,2021-11-29,AT&T Mobility,100745,3797583
92006577,2021-11-30,AT&T Mobility,72492,64743641
92006577,2021-12-01,AT&T Mobility,87087,4009142
92006577,2021-12-02,AT&T Mobility,100746,4246962
92006577,2021-12-03,AT&T Mobility,73579,2722106
92006577,2021-12-04,AT&T Mobility,100747,11917322
92006577,2021-12-05,AT&T Mobility,75559,7974012
92006577,2021-12-06,AT&T Mobility,100746,9384432
92006577,2021-12-07,AT&T Mobility,75559,2573157
92006577,2021-12-08,AT&T Mobility,100746,3653776
92006577,2021-12-09,AT&T Mobility,75559,2853481
92006577,2021-12-10,AT&T Mobility,75559,3108937
92006577,2021-12-11,AT&T Mobility,100745,4048922
92006577,2021-12-12,AT&T Mobility,75559,2962524
92006577,2021-12-13,AT&T Mobility,100746,3241608
92006577,2021-12-14,AT&T Mobility,75559,2486967
92006577,2021-12-15,AT&T Mobility,100745,4095367
92006577,2021-12-16,AT&T Mobility,75559,3114961
92006577,2021-12-17,AT&T Mobility,75560,3071739
92006577,2021-12-18,AT&T Mobility,100745,3610953
92006577,2021-12-19,AT&T Mobility,75559,3049133
92006577,2021-12-20,AT&T Mobility,100746,3766228
92006577,2021-12-21,AT&T Mobility,75559,2498271
92006577,2021-12-22,AT&T Mobility,100745,3459529
92006577,2021-12-23,AT&T Mobility,75559,2812588
92006577,2021-12-24,AT&T Mobility,75560,2639049
92006577,2021-12-25,AT&T Mobility,107927,3959117
92006577,2021-12-26,AT&T Mobility,75559,2573948
92006577,2021-12-27,AT&T Mobility,75559,2359632
92006577,2021-12-28,AT&T Mobility,100745,3442314
92006577,2021-12-29,AT&T Mobility,75560,2310469
92006577,2021-12-30,AT&T Mobility,100745,3743120
92006577,2021-12-31,AT&T Mobility,75559,2896317
92006577,2022-01-01,AT&T Mobility,100746,4050455
92006577,2022-01-02,AT&T Mobility,75559,2804896
92006577,2022-01-03,AT&T Mobility,87355,3698036
92006577,2022-01-04,AT&T Mobility,86442,3347813
92006577,2022-01-05,AT&T Mobility,75559,2688690
92006577,2022-01-06,AT&T Mobility,100746,3246227
92006577,2022-01-07,AT&T Mobility,75559,2861049
92006577,2022-01-08,AT&T Mobility,93378,2987121
92006577,2022-01-09,AT&T Mobility,75566,2354186
92006577,2022-01-10,AT&T Mobility,100746,3359113
92006577,2022-01-11,AT&T Mobility,75559,2448119
92006577,2022-01-12,AT&T Mobility,96390,61760426
92006577,2022-01-12,"T-Mobile USA, Inc",103,0
92006577,2022-01-13,AT&T Mobility,75559,2571449
92006577,2022-01-14,AT&T Mobility,100745,3575570
92006577,2022-01-15,AT&T Mobility,75559,2365252
92006577,2022-01-16,AT&T Mobility,100746,3615977
92006577,2022-01-17,AT&T Mobility,25186,756368
92006578,2021-11-25,"T-Mobile USA, Inc",75560,2056836
92006578,2021-11-26,"T-Mobile USA, Inc",100746,3293506
92006578,2021-11-27,"T-Mobile USA, Inc",75559,2386105
92006578,2021-11-28,"T-Mobile USA, Inc",100746,2942029
92006578,2021-11-29,"T-Mobile USA, Inc",75560,2763714
92006578,2021-11-30,"T-Mobile USA, Inc",100746,3108521
92006578,2021-12-01,"T-Mobile USA, Inc",74794,3940389
92006578,2021-12-02,"T-Mobile USA, Inc",100746,3774952
92006578,2021-12-03,"T-Mobile USA, Inc",75560,2539557
92006578,2021-12-04,"T-Mobile USA, Inc",75559,2475227
92006578,2021-12-05,"T-Mobile USA, Inc",100746,3320379
92006578,2021-12-06,"T-Mobile USA, Inc",75560,2491047
92006578,2021-12-07,"T-Mobile USA, Inc",80193,2545081
92006578,2021-12-08,"T-Mobile USA, Inc",100748,3019671
92006578,2021-12-09,"T-Mobile USA, Inc",75560,2522431
92006578,2021-12-10,AT&T Mobility,72152,2692650
92006578,2021-12-10,"T-Mobile USA, Inc",23085,889399
92006578,2021-12-11,AT&T Mobility,75560,2535966
92006578,2021-12-12,AT&T Mobility,100746,3387511
92006578,2021-12-13,AT&T Mobility,72196,35250361
92006578,2021-12-14,AT&T Mobility,100746,3350793
92006578,2021-12-15,AT&T Mobility,75559,2159800
92006578,2021-12-16,AT&T Mobility,100746,3681956
92006578,2021-12-17,AT&T Mobility,75560,2691469
92006578,2021-12-18,AT&T Mobility,100746,3242929
92006578,2021-12-19,AT&T Mobility,75559,2637734
92006578,2021-12-20,AT&T Mobility,74186,2590769
92006578,2021-12-21,AT&T Mobility,91490,2593988
92006578,2021-12-22,AT&T Mobility,104883,3604788
92006578,2021-12-23,AT&T Mobility,75559,2428903
92006578,2021-12-24,AT&T Mobility,75560,2425167
92006578,2021-12-25,AT&T Mobility,100746,2551439
92006578,2021-12-26,AT&T Mobility,75560,2625116
92006578,2021-12-27,AT&T Mobility,83599,2512889
92006578,2021-12-28,AT&T Mobility,100746,3231348
92006578,2021-12-29,AT&T Mobility,75560,2651054
92006578,2021-12-30,AT&T Mobility,85949,2454929
92006578,2021-12-31,AT&T Mobility,100750,3421572
92006578,2022-01-01,AT&T Mobility,71720,2333865
92006578,2022-01-02,AT&T Mobility,100746,3193741
92006578,2022-01-03,AT&T Mobility,86868,3204955
92006578,2022-01-04,AT&T Mobility,75560,2430522
92006578,2022-01-05,AT&T Mobility,100746,3281860
92006578,2022-01-06,AT&T Mobility,70622,1570646
92006578,2022-01-07,AT&T Mobility,102777,3471394
92006578,2022-01-08,AT&T Mobility,75559,2135518
92006578,2022-01-09,AT&T Mobility,75560,2706970
92006578,2022-01-10,AT&T Mobility,100746,3287526
92006578,2022-01-11,AT&T Mobility,70449,2264844
92006578,2022-01-12,AT&T Mobility,92443,3353633
92006578,2022-01-13,AT&T Mobility,100199,93015557
92006578,2022-01-14,AT&T Mobility,75560,5495389
92006578,2022-01-15,AT&T Mobility,97223,12673074
92006578,2022-01-16,AT&T Mobility,72000,15554979
92006578,2022-01-17,AT&T Mobility,50373,1542803
92006587,2021-11-25,AT&T Mobility,74895,59672815
92006587,2021-11-26,AT&T Mobility,106063,4936755
92006587,2021-11-27,AT&T Mobility,65413,2759175
92006587,2021-11-28,AT&T Mobility,23613,999119
92006587,2021-12-03,AT&T Mobility,5411,708033
92006587,2021-12-04,AT&T Mobility,100747,11242711
92006587,2021-12-05,AT&T Mobility,93756,10230419
92006587,2021-12-06,AT&T Mobility,79282,8362659
92006587,2021-12-07,AT&T Mobility,71545,3389672
92006587,2021-12-08,AT&T Mobility,96213,4251288
92006587,2021-12-09,AT&T Mobility,98324,4079836
92006587,2021-12-10,AT&T Mobility,75559,3462146
92006587,2021-12-11,AT&T Mobility,82315,3519581
92006587,2021-12-12,AT&T Mobility,100549,4223847
92006587,2021-12-13,AT&T Mobility,70691,2898219
92006587,2021-12-14,AT&T Mobility,86981,4113782
92006587,2021-12-15,AT&T Mobility,90221,8261834
92006587,2021-12-16,AT&T Mobility,83229,9957701
92006587,2021-12-17,AT&T Mobility,81683,6434961
92006587,2021-12-18,AT&T Mobility,89865,3787712
92006587,2021-12-19,AT&T Mobility,92197,3722956
92006587,2021-12-20,AT&T Mobility,77334,3194973
92006587,2021-12-21,AT&T Mobility,90437,4155015
92006587,2021-12-22,AT&T Mobility,100745,3816869
92006587,2021-12-23,AT&T Mobility,70160,3160025
92006587,2021-12-24,AT&T Mobility,88246,64208553
92006587,2021-12-25,AT&T Mobility,84240,2961885
92006587,2021-12-26,AT&T Mobility,100750,3606665
92006587,2021-12-27,AT&T Mobility,63435,2135427
92006587,2021-12-27,"T-Mobile USA, Inc",22024,841931
92006587,2021-12-28,"T-Mobile USA, Inc",75560,3077494
92006587,2021-12-29,"T-Mobile USA, Inc",100745,3390824
92006587,2021-12-30,"T-Mobile USA, Inc",75559,2959592
92006587,2021-12-31,"T-Mobile USA, Inc",75560,3173834
92006587,2022-01-01,"T-Mobile USA, Inc",100745,3756384
92006587,2022-01-02,"T-Mobile USA, Inc",75559,2902102
92006587,2022-01-03,"T-Mobile USA, Inc",100746,3955414
92006587,2022-01-04,"T-Mobile USA, Inc",75559,2812881
92006587,2022-01-05,"T-Mobile USA, Inc",100746,3658483
92006587,2022-01-06,"T-Mobile USA, Inc",69389,2576931
92006587,2022-01-07,"T-Mobile USA, Inc",100745,3824060
92006587,2022-01-08,"T-Mobile USA, Inc",75560,2776888
92006587,2022-01-09,"T-Mobile USA, Inc",100745,3523312
92006587,2022-01-10,"T-Mobile USA, Inc",75559,2600513
92006587,2022-01-11,"T-Mobile USA, Inc",75560,2631493
92006587,2022-01-12,"T-Mobile USA, Inc",100745,3522316
92006587,2022-01-13,"T-Mobile USA, Inc",75559,2918950
92006587,2022-01-14,AT&T Mobility,32603,1183340
92006587,2022-01-14,"T-Mobile USA, Inc",74696,3547644
92006588,2021-11-25,AT&T Mobility,67223,2105735
92006588,2021-11-26,AT&T Mobility,91373,2997691
92006588,2021-11-27,AT&T Mobility,97139,3044790
92006588,2021-11-28,AT&T Mobility,69847,2228744
92006588,2021-11-29,AT&T Mobility,95188,3198112
92006588,2021-11-30,AT&T Mobility,83515,2724959
92006588,2021-12-01,AT&T Mobility,6637,263035
92006588,2021-12-01,"T-Mobile USA, Inc",72121,2240078
92006588,2021-12-02,"T-Mobile USA, Inc",100745,3258389
92006588,2021-12-03,"T-Mobile USA, Inc",75559,2286647
92006588,2021-12-04,"T-Mobile USA, Inc",100746,3009441
92006588,2021-12-05,"T-Mobile USA, Inc",75559,2397997
92006588,2021-12-06,"T-Mobile USA, Inc",100745,3280909
92006588,2021-12-07,"T-Mobile USA, Inc",75559,2213021
92006588,2021-12-08,"T-Mobile USA, Inc",75559,2060192
92006588,2021-12-09,"T-Mobile USA, Inc",100530,12748643
92006588,2021-12-10,"T-Mobile USA, Inc",75559,2399725
92006588,2021-12-11,"T-Mobile USA, Inc",100746,3260064
92006588,2021-12-12,"T-Mobile USA, Inc",75559,2475384
92006588,2021-12-13,"T-Mobile USA, Inc",100745,3318740
92006588,2021-12-14,"T-Mobile USA, Inc",75559,2386428
92006588,2021-12-15,"T-Mobile USA, Inc",75559,2166629
92006588,2021-12-16,"T-Mobile USA, Inc",100746,3778731
92006588,2021-12-17,"T-Mobile USA, Inc",75559,2394982
92006588,2021-12-18,"T-Mobile USA, Inc",100745,3355611
92006588,2021-12-19,"T-Mobile USA, Inc",75560,2346638
92006588,2021-12-20,"T-Mobile USA, Inc",100745,3348554
92006588,2021-12-21,"T-Mobile USA, Inc",75559,2054892
92006588,2021-12-22,"T-Mobile USA, Inc",75559,2503334
92006588,2021-12-23,"T-Mobile USA, Inc",100746,3357052
92006588,2021-12-24,"T-Mobile USA, Inc",75559,2239899
92006588,2021-12-25,"T-Mobile USA, Inc",100745,2693839
92006588,2021-12-26,"T-Mobile USA, Inc",75559,2344386
92006588,2021-12-27,"T-Mobile USA, Inc",100746,3156735
92006588,2021-12-28,"T-Mobile USA, Inc",75559,2237883
92006588,2021-12-29,"T-Mobile USA, Inc",100746,3429171
92006588,2021-12-30,"T-Mobile USA, Inc",75559,2092908
92006588,2021-12-31,"T-Mobile USA, Inc",75559,2395072
92006588,2022-01-01,"T-Mobile USA, Inc",100745,3435429
92006588,2022-01-02,"T-Mobile USA, Inc",75559,2307539
92006588,2022-01-03,"T-Mobile USA, Inc",100746,3546458
92006588,2022-01-04,"T-Mobile USA, Inc",75559,2259322
92006588,2022-01-05,"T-Mobile USA, Inc",100745,3282497
92006588,2022-01-06,"T-Mobile USA, Inc",63096,1654237
92006588,2022-01-07,"T-Mobile USA, Inc",100745,3259193
92006588,2022-01-08,"T-Mobile USA, Inc",75559,2022774
92006588,2022-01-09,"T-Mobile USA, Inc",100746,3423540
92006588,2022-01-10,"T-Mobile USA, Inc",75559,2349702
92006588,2022-01-11,"T-Mobile USA, Inc",100745,3301315
92006588,2022-01-12,"T-Mobile USA, Inc",75560,2637426
92006588,2022-01-13,"T-Mobile USA, Inc",75558,2115419
92006588,2022-01-14,"T-Mobile USA, Inc",97206,70496208
92006588,2022-01-15,"T-Mobile USA, Inc",75559,2388480
92006588,2022-01-16,"T-Mobile USA, Inc",100746,3488559
92006588,2022-01-17,"T-Mobile USA, Inc",25186,748348
92006595,2021-11-25,AT&T Mobility,78414,3210653
92006595,2021-11-26,AT&T Mobility,55559,2231458
92006595,2021-11-26,"T-Mobile USA, Inc",18585,2349766
92006595,2021-11-27,AT&T Mobility,101953,3902405
92006595,2021-11-28,AT&T Mobility,71390,2804910
92006595,2021-11-29,AT&T Mobility,95308,4297688
92006595,2021-11-30,AT&T Mobility,99691,3843423
92006595,2021-12-01,AT&T Mobility,82674,5445702
92006595,2021-12-02,AT&T Mobility,82824,10074384
92006595,2021-12-03,AT&T Mobility,81392,9428770
92006595,2021-12-04,AT&T Mobility,91664,10390661
92006595,2021-12-05,AT&T Mobility,75787,7315316
92006595,2021-12-06,AT&T Mobility,89729,11631133
92006595,2021-12-07,AT&T Mobility,77346,3448033
92006595,2021-12-08,AT&T Mobility,89728,3991195
92006595,2021-12-09,AT&T Mobility,88352,3738802
92006595,2021-12-10,AT&T Mobility,88788,5032696
92006595,2021-12-11,AT&T Mobility,78531,5731242
92006595,2021-12-12,AT&T Mobility,101333,5466437
92006595,2021-12-13,AT&T Mobility,76358,4274012
92006595,2021-12-14,AT&T Mobility,72012,4771135
92006595,2021-12-14,"T-Mobile USA, Inc",7526,1064938
92006595,2021-12-15,AT&T Mobility,88209,5508141
92006595,2021-12-16,AT&T Mobility,83850,13618843
92006595,2021-12-17,AT&T Mobility,87952,13547757
92006595,2021-12-18,AT&T Mobility,102340,10006498
92006595,2021-12-18,"T-Mobile USA, Inc",165,336
92006595,2021-12-19,AT&T Mobility,65429,10962404
92006595,2021-12-19,"T-Mobile USA, Inc",1471,589120
92006595,2021-12-20,AT&T Mobility,85234,5637628
92006595,2021-12-20,"T-Mobile USA, Inc",20,0
92006595,2021-12-21,AT&T Mobility,88702,5849544
92006595,2021-12-21,"T-Mobile USA, Inc",5234,1111583
92006595,2021-12-22,AT&T Mobility,78451,6295874
92006595,2021-12-23,AT&T Mobility,95307,4745592
92006595,2021-12-24,AT&T Mobility,79083,4659555
92006595,2021-12-25,AT&T Mobility,81766,6029784
92006595,2021-12-26,AT&T Mobility,86002,4792285
92006595,2021-12-27,AT&T Mobility,95542,6582455
92006595,2021-12-28,AT&T Mobility,82921,4587811
92006595,2021-12-28,"T-Mobile USA, Inc",618,127181
92006595,2021-12-29,AT&T Mobility,82921,6381379
92006595,2021-12-29,"T-Mobile USA, Inc",2126,379369
92006595,2021-12-30,AT&T Mobility,72674,67152342
92006595,2021-12-30,"T-Mobile USA, Inc",920,107604
92006595,2021-12-31,AT&T Mobility,43185,6319096
92006595,2021-12-31,"T-Mobile USA, Inc",6161,524069
92006595,2022-01-01,AT&T Mobility,67338,4115627
92006595,2022-01-01,"T-Mobile USA, Inc",21346,4559692
92006595,2022-01-02,AT&T Mobility,77457,4691767
92006595,2022-01-02,"T-Mobile USA, Inc",233,50218
92006595,2022-01-03,AT&T Mobility,100445,8573531
92006595,2022-01-03,"T-Mobile USA, Inc",4710,1177340
92006595,2022-01-04,AT&T Mobility,66528,3076998
92006595,2022-01-05,AT&T Mobility,94174,3636099
92006595,2022-01-06,AT&T Mobility,56903,2566877
92006595,2022-01-06,"T-Mobile USA, Inc",21571,2300878
92006595,2022-01-07,AT&T Mobility,90739,3478508
92006595,2022-01-08,AT&T Mobility,78821,3488545
92006595,2022-01-09,AT&T Mobility,94873,4784365
92006595,2022-01-10,AT&T Mobility,84615,4192289
92006595,2022-01-10,"T-Mobile USA, Inc",2,0
92006595,2022-01-11,AT&T Mobility,83193,2812555
92006595,2022-01-12,AT&T Mobility,101435,3690763
92006595,2022-01-13,AT&T Mobility,69063,2847128
92006595,2022-01-14,AT&T Mobility,99366,3733366
92006595,2022-01-15,AT&T Mobility,79345,3971719
92006595,2022-01-16,AT&T Mobility,61286,11038409
92006595,2022-01-16,"T-Mobile USA, Inc",15385,1409674
92006595,2022-01-17,AT&T Mobility,41772,2193607
92006595,2022-01-17,"T-Mobile USA, Inc",13187,2105510
92006599,2021-11-25,AT&T Mobility,75559,2257178
92006599,2021-11-26,AT&T Mobility,100747,3069734
92006599,2021-11-27,AT&T Mobility,81145,2683139
92006599,2021-11-28,AT&T Mobility,75560,2480952
92006599,2021-11-29,AT&T Mobility,100746,3500286
92006599,2021-11-30,AT&T Mobility,88380,3026795
92006599,2021-12-01,AT&T Mobility,75169,2311115
92006599,2021-12-02,AT&T Mobility,81892,2437874
92006599,2021-12-03,AT&T Mobility,100746,2982570
92006599,2021-12-04,AT&T Mobility,75560,2669180
92006599,2021-12-05,AT&T Mobility,75559,2366993
92006599,2021-12-06,AT&T Mobility,100746,3461776
92006599,2021-12-07,AT&T Mobility,75560,2517175
92006599,2021-12-08,AT&T Mobility,100746,3305470
92006599,2021-12-09,AT&T Mobility,75560,2497074
92006599,2021-12-10,AT&T Mobility,100505,39332960
92006599,2021-12-11,AT&T Mobility,75559,2646222
92006599,2021-12-12,AT&T Mobility,75560,2646343
92006599,2021-12-13,AT&T Mobility,100746,3320436
92006599,2021-12-14,AT&T Mobility,76620,2645363
92006599,2021-12-15,AT&T Mobility,100746,3468719
92006599,2021-12-16,AT&T Mobility,75560,2464719
92006599,2021-12-17,AT&T Mobility,100746,3761791
92006599,2021-12-18,AT&T Mobility,75560,2630283
92006599,2021-12-19,AT&T Mobility,75559,2547537
92006599,2021-12-20,AT&T Mobility,100746,3694749
92006599,2021-12-21,AT&T Mobility,75560,2674226
92006599,2021-12-22,AT&T Mobility,103733,3527138
